"MEDIA TREND REPORT","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: All Locations","","","","","","(c)2009 comScore, Inc"
"","","","Time Period :: August 2008 - October 2009","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/28/2009","","","","","",""

"","","","Aug-2008","Sep-2008","Oct-2008","Nov-2008","Dec-2008","Jan-2009","Feb-2009","Mar-2009","Apr-2009","May-2009","Jun-2009","Jul-2009","Aug-2009","Sep-2009","Oct-2009",
"735","[P]","    GN Multicultural (Gorilla Nation)","2626.5344704543","2510.5725558992","2909.9575861184","3378.3437555871","2888.8582286944","2630.2226186981","4505.59373652588","4849.75401834104","4866.53254117581","5607.75616890992","5051.8980244891","5324.15947435712","5138.13188032239","5786.15436563452","5984.79164093636",
"736","[P]","    TPI Paginas Amarillas","4963.5225023524","5418.6371160034","5736.5266202426","5243.6068156065","5597.4345893081","6104.0402035287","6104.66689757795","6388.08289122744","6046.38778922865","6390.39527083712","6786.11989968095","5911.99697657084","5718.14792385133","6048.91277160962","5984.70624921617",
"737","[P]","    24H.COM.VN","4714.0936260319","4393.2980049243","4700.6152411034","4896.5184325951","5186.3027374052","6439.6046564454","6343.37547874075","6504.19846897124","6849.67335597293","6589.60811586142","5758.73858156635","6600.24194246868","6502.13529309483","5913.6251723659","5983.82366767677",
"738","[P]","    ABOUTUS.ORG","4060.6054578915","3825.0541469792","4346.0402702095","3910.9097850226","3806.7297525026","4631.7891033154","5102.45918253619","5485.7346606582","5256.25375934195","5622.73496271142","5032.01290550115","5713.58677080176","5867.16639028845","6071.4781305351","5971.70888225965",
"739","[P]","    Interpark","4412.7140884321","3350.1087044656","3906.1576800778","3910.5646385213","3755.5210909707","4710.6704234156","4982.98080757934","5481.3195488592","5109.62963272628","4689.35718440112","5999.55380393215","5292.46909380016","5563.21961566345","5507.33084831728","5953.33411739253",
"740","[P]","    MeetIC - Match","10905.8975416396","10276.8361036434","8184.9944525472","6726.8486541722","6430.9723346803","6529.391332933","7809.15115427804","7845.55569782996","7113.48020158439","6459.27249012624","5717.4387062114","5765.53483721152","5676.74086867305","5822.12077009614","5941.22209454707",
"741","[P]","    SUMOTORRENT.COM","5199.3686547582","4601.0156371438","5435.6909988239","4701.6567721928","5277.0893420115","5719.0034299514","5124.66013199138","6542.52372842408","6865.19110804821","6784.75274113008","6410.6444823363","7163.15432642576","6435.93353873401","5640.47607115522","5929.23387964562",
"742","[P]","    CSDN.NET Sites","7638.9863344873","7482.1917094658","6887.6018170305","6563.3702714835","6444.6421120961","4885.8876257642","5547.74740067939","6401.49281493912","4616.86373144137","5264.2610158739","6812.7968594424","6775.24325297276","7123.81926197522","6395.11102142842","5921.59119165575",
"743","[P]","    British Telecommunications","6446.4120315846","6368.6339769811","6162.870337391","5941.422864633","6025.0820241265","6798.3247407937","6427.23107660074","6583.47868113632","5648.47955709181","6086.46980494594","5669.91427157595","6071.69571367572","6115.81477629259","5750.10747831932","5918.81545344187",
"744","[P]","    Air France-KLM Group","4538.7219980896","5122.416747251","4669.7595288335","4858.8625429875","5489.0348810614","6328.4386372485","5803.95964888979","6628.47045165436","6396.14999729463","5180.84168074362","5522.41266527735","5814.00585122704","5563.16490199467","6190.25496958354","5914.33289522771",
"745","[P]","    CQVIP.COM","3479.967269976","4120.2106167316","5860.2121767556","4409.3544344016","4800.7131240181","3057.0894559304","4686.83804246616","5298.75425418996","5955.98443259586","4994.03336717928","5900.70865893295","4692.11259010896","5242.9428927386","5312.57989494318","5907.77427831858",
"746","[P]","    COOKPAD.COM","3003.5733177542","3413.1416275462","3801.3582758127","4003.0813272811","4178.477566141","4283.0308238533","4646.83507613452","4459.41898770248","4146.70544836072","4164.4108752226","4994.55079234645","4376.99314200808","4380.80054509925","5385.70227071332","5905.91419152609",
"747","[P]","    INFO.COM*","2452.8146696647","3242.2667669652","3538.7001945721","3420.3796941673","3893.6811522924","5453.0109980609","4506.30260313901","5708.2842318476","6952.23101569721","5936.22909909282","5657.1000821048","6843.90999254508","6005.77181990806","5454.26764296406","5904.78456694859",
"748","[P]","    EUROPA.EU","3265.5500951513","4154.2885045387","4371.0410084034","4477.8081240842","3938.7727925026","4829.2062754812","5929.11989661455","5906.61444407912","5573.04826997146","6393.75639450322","5375.7926926198","4716.53907309068","4432.10166021901","5182.75177831714","5902.62016680302",
"749","[P]","    Nippon Television Network","N/A","N/A","N/A","3929.4816777961","4926.504393943","5690.065786751","4467.65032781478","5383.62305421936","4775.87512198763","5945.61041174024","4919.60807659545","4709.0343369772","4690.36042695113","6127.58442060862","5894.15917737556",
"750","[P]","    MBC (Munhwa Broadcasting Corp.)","2870.2578396884","3008.7781816459","3452.4752396635","3024.2044028814","4227.5401956371","6249.3489018853","5799.00825838621","6149.50679278248","4921.01100384979","6479.70047287764","5230.1972521307","5380.19940910604","6834.23929696178","6026.33630984028","5884.75830837251",
"751","[P]","    Independent News & Media","3660.0117335124","4133.4171394316","4405.1075091681","4345.6206856466","4526.4124747827","5282.5518034955","5123.14726292383","5473.45368056672","5491.90323793504","5319.92596406146","4658.6485410388","4959.35564438656","4780.98815772052","4995.63023584462","5879.17813031285",
"752","[P]","    FLASHGAMES247.COM","9219.917921413","7947.9336503797","7469.3495550007","7172.1329344536","7974.8360735316","7866.2497603616","8244.54135783457","8298.95660981816","7544.45330221386","7682.36120967584","7154.40551946175","7541.73573698908","7108.95777464571","6045.21619308366","5878.94727488529",
"753","[P]","    Play.com Sites","4959.6679936411","4921.6175651051","5851.2436145059","7216.7183811562","8844.0532369673","6011.9118041853","5071.58721327811","5119.7157039254","4546.29056060965","4586.6103785941","4370.8522105706","4686.49243920504","4656.86778717088","4941.6719091416","5866.31809352131",
"754","[P]","    b5media","2723.5724879802","3214.5707636021","3510.8476898881","3471.7787325861","4295.6024165305","4846.2331607067","4716.74003391078","6693.34749639756","6211.94682154221","5815.32244066626","5441.14962789695","6255.15904221928","5444.67881717442","5329.94300536384","5850.35004328479",
"755","[P]","    Tele2 Sites","5077.7827666347","5849.5580144037","5767.6099879936","4960.0467412896","5253.3927633084","5648.404624209","6115.16863374665","6325.78274801584","5431.44837083949","5317.9055790658","5168.6332664088","6023.2370952396","6272.2947483409","5629.8815244484","5839.06130947663",
"756","[P]","    CHEATCC.COM","4686.1676550118","4045.4488639492","4525.3407459151","5367.5109761793","7258.7350406354","6982.4417897307","5947.76900133596","6251.11899272192","6191.54728953342","5857.22072869052","6634.4773410276","7378.57086323704","6556.58181342346","5414.99465968988","5837.88234345266",
"757","[P]","    6RBTOP.COM","2548.9693570903","1363.3982442999","2275.2600967094","2240.0261607908","2224.4486089914","2244.5996035319","6383.5247897254","7047.83763324344","6467.831531686","6321.60997568128","6041.31055559805","6252.72701538452","5357.58458265537","3900.4358082948","5814.039266872",
"758","[P]","    Telstra Corporation Limited","6185.382016919","5882.9863516401","6023.9902109243","5998.0880756495","5657.8993166046","5722.1136267287","5768.35021305296","6355.71300770472","6362.25985724","5861.2743568111","5583.14449743235","5675.54134689464","5833.38292152607","5630.9574804878","5808.40115858524",
"759","[P]","    Oi - Grupo Telemar","4031.4305517199","4007.8196860102","3960.4129440689","4555.9251661415","4405.0988177353","4631.8931499418","4879.28650014277","5208.14068638828","4894.26826146502","4846.8750007933","5165.7206229442","5233.77150048952","5094.57252859113","5231.69375708454","5801.07502088752",
"760","[P]","    VENTE-PRIVEE.COM","1758.9029687096","3466.4356107521","4602.697778973","5220.9656791344","4867.2093662461","4237.8706378831","4552.40722027121","5105.31035002532","5046.73739306707","5104.85770034248","4694.6317264342","4392.72668072272","3168.89052923082","5044.23569699868","5792.21176260072",
"761","[P]","    YOUDAO.COM","N/A","8420.108218106","11767.0160284847","10735.5685424946","9036.4459215213","6809.562402262","8273.31791659349","8306.22946867424","8504.392654802","5467.7047330553","4800.7821482823","6415.47896958824","5423.84829997937","6137.05239854588","5783.51869960423",
"762","[P]","    Marriott","6430.0703242535","5909.6724624142","5903.5365951873","5246.7566936016","5305.5992796854","6076.1755161254","6311.37969733965","6609.02579406388","6504.389373693","5887.53050117726","6500.5200074349","7211.61611826852","6585.45274374404","5737.09888244086","5753.70823277053",
"763","[P]","    PCH.COM","6630.2441387816","5218.112015111","5128.3648779293","5861.2433640332","6938.2126540792","9106.86846632831","6844.94747155876","6817.59636989208","6357.63101393914","5856.7038808393","7069.73109397745","6262.548307223","5368.85610425572","6962.3929590861","5741.09129747888",
"764","[P]","    OHMYNEWS.COM","1273.2215582952","1447.6439994459","1563.2774081568","1038.874122027","1234.1969445742","4757.4111432497","5081.67663949903","5291.83330408892","4607.769160904","5182.86577227484","5684.34412513015","3984.77180144836","5293.1425865896","4790.06405629256","5731.18948186863",
"765","[P]","    TBS Group","5656.6179839285","5313.120056639","6191.9112446929","4439.3229463238","5620.9260180799","5332.3167159585","5093.27798791878","5650.67503919548","5618.27501314374","5386.53025351868","5530.5575883951","5520.6271912176","6071.01425981275","5156.12520680646","5721.06865269906",
"766","[P]","    ITV Sites","3964.0337468378","4553.068079254","5752.9653579782","6486.2891922229","5731.0603630153","4659.284154907","4892.66111992792","4476.3879419982","7146.36047374298","6910.89354525062","3776.173461369","3286.43743837032","3472.77030348899","4212.37784945178","5714.91404619542",
"767","[P]","    EasyGroup","6201.9979054168","5703.4287231894","5714.7974960722","4910.7626106503","4547.4116582493","6686.103994734","6419.10309231945","6729.89891758996","6390.43217335928","5843.18490138776","6044.29305817465","6654.96171366752","6173.35753642017","6096.94762342386","5714.86978069705",
"768","[P]","    EMP3WORLD.COM","2709.6782765206","2669.4043428172","2963.6411731375","2915.4228483548","4066.7143315439","3374.6375238178","4452.05038629792","5147.99785811028","4887.35899111051","5224.53154098254","5067.92257010405","5655.43840119344","5114.30959515733","4990.11005039622","5711.62674573593",
"769","[P]","    PLAYLIST.COM","9460.8266585804","9267.9617161577","10173.6893380368","10991.1599792166","9136.0507968469","7562.1199111745","7638.84417994188","8612.04913617312","8682.60717200326","8539.05785627996","8790.0688309223","7496.45410593608","6756.09995847849","6022.72567820792","5704.33023177555",
"770","[P]","    ZHAOPIN.COM","6487.5893461462","7247.3855430047","6368.294224061","6992.3170455521","5157.2106157849","3344.1298716779","5997.69411320046","6217.26256571752","5075.31378399949","4204.18095015734","4334.7987483997","4672.46450228676","5741.59013378464","5495.0278874297","5676.4366609094",
"771","[P]","    eNet","14555.3591235123","13170.3024846199","12621.2124950865","9559.3569631062","9134.5904582811","8364.7263450759","8552.68932693138","7707.6762589416","5957.30162953893","6088.0414377594","6736.12285147965","7450.85370008508","8083.25799083652","5925.12753547542","5674.38056118774",
"772","[P]","    GoNamic GmbH","6862.588307018","6361.7877101129","6817.6190669731","8524.8865317677","6747.0469740303","7650.4630382719","7778.56867211904","11991.1826073324","6821.07715145093","5197.89103819144","6619.16365169325","6080.7128206468","5513.42179243077","5125.84362077012","5662.96829118435",
"773","[P]","    STARTIMES2.COM","1618.1295928206","1576.8578325328","1446.2953621812","1385.3692530922","1318.7861603481","1428.3432019284","4632.49648935266","6205.47346432","5911.73091199221","5321.54654152456","5037.35590299925","5107.06054860796","5487.94899905108","5296.88434985732","5661.3753910335",
"774","[P]","    YAMAHA","4405.1463043219","4760.9435192711","4651.8006088111","4276.9372249275","4383.378924522","4346.871827038","4717.6978666842","4983.10770852024","5498.86061427084","5180.88649382942","4770.4959806562","5272.80332700672","5141.88379872401","5438.80564585616","5661.35802556705",
"775","[P]","    Blockbuster Inc.","6579.2510150021","6567.5039807252","8626.2573000233","6836.6178311244","7012.0314211787","7940.9405720145","5189.14006646718","5287.524337688","5491.24656515158","5370.4098643999","5160.3517432213","5777.91552234312","5368.04178692861","5789.5326624914","5659.64692565428",
"776","[P]","    52PK.COM","8438.7583549235","6457.2281098923","7120.5950565682","6229.0100597963","6377.342385847","6506.4994159475","5189.39311838237","4938.90917857576","4784.06222168565","4130.17446814046","4172.05482690865","5225.62379693752","5014.44673933125","4652.00529840438","5659.26177380658",
"777","[P]","    Ubisoft Entertainment","2671.9257935765","3278.6337564399","3991.7690867707","4714.4207219876","5628.5987242823","5399.2224253702","5407.62447569131","5501.26940809824","5398.63755936432","4709.18378571298","5690.028135439","6422.4027186854","5397.75382816197","4887.05650086012","5642.51962097254",
"778","[P]","    Aljazeera","2140.9739861569","2291.1088853427","2403.442958321","2543.2979118646","2819.1207713673","4565.8373025228","5842.18577446183","5927.92993659888","5952.53781737763","5527.92496805052","5596.42463160345","4880.580108615","5428.92044233207","5196.42208892426","5605.78079744783",
"779","[P]","    UUSEE.COM","13470.2043162","12815.6057287247","12324.0069123339","10373.15696964","9828.77388038029","9015.1499777807","10794.4334980017","7964.66876232324","7257.46527392914","7834.8323841935","6972.64100608","7573.47785058776","8289.97882071091","4550.39430894126","5602.89212323533",
"780","[P]","    KIEV.UA","6124.7864769653","6400.9536010605","5998.9130677796","6246.8600968557","6863.7520742345","6587.4637403906","6056.38803162697","6489.55630451784","5659.75615320993","5681.5243861754","5482.49642168165","5928.37921372064","6451.08350982814","5353.8437796581","5592.98211886199",
"781","[P]","    UPLOADED.TO","3613.9724922206","3469.9580338638","3601.6716149687","3549.5373566848","3825.3412335415","3975.0057482014","4549.66595535906","4703.98048823804","4156.94962044463","4434.66243319158","4142.9503299581","4587.08149298488","3955.70292574573","5269.47927330882","5582.18084694253",
"782","[P]","    Channel4","5582.3176649974","5025.768313528","5098.0187882473","4561.9159650521","4489.2946282266","6088.83687455","6043.03038806498","6480.90743543684","6836.90497782993","6402.78242349442","5882.24178355935","6460.35124565936","5998.55794711438","5484.01448260444","5575.43218362601",
"783","[P]","    LEO.ORG","4440.5173088908","4632.1164660475","5138.1504853098","5522.0385599092","4875.1250021096","5418.0816210517","5645.90516816488","5614.03984632508","4800.11104606393","4887.57410922754","4393.620283887","4883.69994320484","5075.04985632911","5551.64169761732","5565.39121160638",
"784","[P]","    Discover Financial Services","N/A","6107.0899666292","5769.0543009505","5938.4951858705","6389.1131295555","6360.1778197911","5634.39540062144","5969.9612927666","6462.48159137558","6606.91582046824","6196.2424847471","5685.48838975272","5942.23890828981","5630.28409791302","5562.15566100212",
"785","[P]","    NewIPs","9415.7708390728","9160.6016381245","8722.5608083452","7921.4845484335","8078.015155391","8287.5918584892","8217.70931795354","8659.26124056708","8632.49690066677","7481.24152165876","6851.0870618938","6454.33964501876","5987.03797090304","6224.04832426114","5560.9941179879",
"786","[P]","    Naukri","6261.8936858848","5944.8113522406","5090.4022032255","4953.60151007","4826.8771772674","4907.9272681169","4767.40746758372","5352.83462721284","5126.78196929914","5849.15714184191","5682.83757512175","5423.34981014308","5659.09383259856","5571.24232172574","5556.47498991421",
"787","[P]","    Directv Sites","6640.5647544356","6274.355720934","6723.7435779487","6131.9981513897","7211.5387409754","6476.8203899388","5534.84262252878","5337.23708891252","7892.68622920921","6138.1334263013","6056.65349913565","5443.1286101898","6222.03503624488","6374.59774886368","5556.35874042741",
"788","[P]","    Groupe LDLC.com","3794.2318618785","4333.6818315649","4716.7741796348","4634.9218492713","4926.6739870098","4810.7328633583","4928.73221053345","5348.99346443256","4908.88928842135","5095.43036999654","5110.36776979445","5227.40599520828","5034.12911620647","5655.32101073982","5550.82993631093",
"789","[P]","    MAPBAR.COM","7918.0673072697","8091.5676336385","5557.8376226448","4970.3811238315","5008.7518719551","3754.3033499656","5108.60850815042","4531.08968546996","4731.06079343279","3996.80622410462","3747.5533697215","5118.36442080732","6848.20266429437","6076.00192360412","5536.46248566369",
"790","[P]","    Groupe Auchan","2191.6147325998","2150.7183992728","3256.0527066025","3829.8142519186","4667.0350723416","4970.3362140877","4466.16829590822","4785.76881353424","5019.64012563272","4625.37332887274","4848.42390003195","5246.45878713424","5080.94832317355","5256.43968889174","5480.22392652369",
"791","[P]","    Roularta Media Group","2794.761079706","3655.5071698828","3928.8726840388","4431.50569762","3910.7140270788","4618.3741872225","4768.53502659012","5481.3384969044","5397.01370714051","5141.36594050146","5697.27632217165","5365.49753391096","4487.59498304689","5550.43845513614","5473.41029925924",
"792","[P]","    SHOPLOCAL.COM","6240.5152457973","5269.0222570859","5908.0977907669","12562.9006680584","10927.4253802481","5695.857882407","5447.614492906","5451.35360538336","6513.28127634165","5682.81922735572","4990.05694630945","5653.645932939","5760.21110014445","5602.16931484912","5467.30883098891",
"793","[P]","    CafePress","N/A","7225.2020273705","7909.4583518628","7129.3027008231","6838.6750835717","6183.9587048402","5694.08250494971","6103.85232800004","6003.81874610132","6101.39859481744","5257.8900643852","5577.66480858048","4944.2233172044","5350.04861437504","5429.49441387381",
"794","[P]","    114LA.COM","5452.3013715588","6062.6960752473","5739.1000719195","5419.8390172473","6398.8534753347","5851.0861090297","5579.32193200915","5612.21040783084","5884.588629265","5387.74287170586","4498.92382636055","4694.14806772768","5469.40177875319","6876.29852338888","5427.78795629157",
"795","[P]","    READNOVEL.COM","10427.914005589","10490.1866222938","10232.5042338518","8429.8466950337","7838.6881754349","6364.7316340319","6478.58945315451","6496.17509764788","5534.65693752214","4976.80102314364","5177.5885381761","5790.0259038782","5573.93215650946","5277.29641996958","5411.05354144245",
"796","[P]","    PlasmaNet Sites","3555.8590618754","3092.5379936043","7514.9260334639","5647.1970510042","10448.582076797","12321.7781173028","12302.316806234","11564.6696849322","12956.2953050792","15073.7122973216","14394.060248792","16212.2006024419","16601.3005794566","5520.14004724566","5385.58400824801",
"797","[P]","    IKM Internet Kaufmarkt","4446.6756637981","4623.7941917884","4616.051994639","4649.7630792452","4647.1961187458","5295.7837628231","4989.82754064889","5259.28578853496","4523.29916108735","4272.46767429594","3774.70873441265","5152.9017004012","5093.17306607363","5214.1949464605","5384.11190499208",
"798","[P]","    TGBUS.COM","7661.7194489596","7031.0091660366","5993.6051030158","5873.0930985639","5268.9221674676","6414.9065995651","6606.75293513712","809.67072880692","708.68751618414","2785.53131033136","5103.48725546985","5795.5883882956","5577.25832152136","4673.24601093964","5377.66504831407",
"799","[P]","    Transcontinental Digital","3763.6033996323","4037.3617362736","4481.661622379","4451.9230342929","4549.6047206318","4436.1429466497","4999.95063488266","5241.31100913912","5397.08013529951","5646.05767339468","5145.675882619","5481.54169507628","5347.91425270109","5224.82043455034","5374.36429734632",
"800","[P]","    E.W. Scripps","4930.9858523715","4687.9188950264","5619.0121906536","5680.374570584","6354.3776808974","6393.2130621212","5057.30186365638","5653.27585601388","5480.239071608","6086.30811942866","4871.5655821447","5274.97097797336","5128.64134788015","5189.05801277372","5370.48385705942",
"801","[P]","    Domino's Pizza, Inc.","3737.5779560656","3958.5447553794","4884.806898141","4565.0214130919","5123.6129730352","6229.0278205497","5274.37520223633","5252.58693835416","5240.83219446079","5822.22160078452","5189.8842998637","4937.52037537428","4854.9173662207","4554.79356571276","5366.18283456717",
"802","[P]","    Lee Enterprises, Incorporated","5041.0931852863","5075.8699223609","5159.0179345556","4881.6719257204","5291.556470142","4997.9250585499","4981.10551637446","5022.21040215068","5106.61608972751","4847.67985237432","4788.9358848107","4980.08672136536","4969.27322324258","5040.24393233736","5362.4750313973",
"803","[P]","    Take 2 Interactive","3514.4469665944","2919.686364943","3231.2432741285","2990.3761858201","5037.6480366541","4892.5790491732","4727.87087750555","5483.33964080004","4728.10972382128","4510.02742882712","4704.99099446595","5093.00926870784","4931.21243691006","5157.14306210146","5358.32891805615",
"804","[P]","    PHOTOFUNIA.COM","1166.4959806836","1842.878397272","2929.0101868636","4262.6082625828","4752.6182711291","4669.5764169757","5856.92918746476","6284.72260900576","6489.34011419407","6292.587600962","5698.92566185865","5914.26279644456","5609.98569358205","5375.89047745192","5352.81083539688",
"805","[P]","    GARENA.COM","2419.3354772895","2629.7138136061","3115.4268790431","3589.7689758414","3902.3220807112","4334.8505322641","4644.88275661347","5204.35070546836","5669.565970095","5474.07017903058","5478.67898276095","5496.18537168644","5848.1214172976","5555.83049939372","5326.80423717559",
"806","[P]","    News Interactive Pty Limited","8430.8047456946","7877.2282969954","8615.5953293556","8674.2117820403","7269.7559382707","7840.8297178442","8451.87106828924","7967.02127761676","7705.90059610395","6973.97046329458","6477.5411204012","6493.05609061664","6519.44801810778","6085.46565660692","5320.16296472761",
"807","[P]","    E! Online","5071.854235121","4316.9396441077","5043.8040846672","4691.1139402465","4758.0754759331","6086.2883910685","6159.03577050425","6399.16589461588","5429.83777589421","5316.9797040394","5164.53290204345","6490.87985126152","6623.10468135627","5950.50207548456","5311.30446520105",
"808","[P]","    TOGGLE.COM","7432.0838075579","6464.2313637394","6513.5009101","6628.0729583141","6530.4005812937","6419.1666433495","6120.36672176813","6642.69998964284","6360.60454404898","5668.78362909112","5007.51942096535","5143.39036293348","4590.09512365762","4846.97379376194","5296.40144642427",
"809","[P]","    Camfrog (App)","3220.4081986981","3315.0540022874","3697.6302319195","3994.4177511561","4012.4567131179","3912.1157426036","4900.24723257096","4801.25188144712","5729.68348652572","5495.36233926546","5286.4143354929","4951.76661335612","4951.72609327028","4885.86411135324","5256.82555276013",
"810","[P]","    NGOISAO.NET","741.2225117414","3706.7135604679","4710.2291125352","5197.6919096919","5604.6550593821","5393.2894889894","5126.79307734538","5354.68186307332","5306.27048489893","4644.13469684528","5153.559870652","5080.84805091244","4952.70370964359","4748.72366312272","5238.64784857243",
"811","[P]","    ELAANA.COM","2247.8272465436","1963.7795207565","2263.1773786379","2071.3419104145","1984.4772644297","2067.260789116","6406.74794176609","6585.50493409924","6908.70755235486","6247.83641786138","5610.44270584825","6097.64021577076","5842.33527776187","5485.62513147016","5236.69690043261",
"812","[P]","    PLENTYOFFISH.COM","3901.7213098594","3866.0240622675","4058.4374932583","4338.7570094035","4303.2533483069","4526.8440504845","4755.85674457318","5222.01792884256","5401.56969344272","5564.95544830764","5679.0225805996","5675.25923107492","5239.30648210354","5455.5997034075","5236.56991927479",
"813","[P]","    PChome Online","4700.9544891781","4794.3680690333","4315.6354324189","4132.1617414231","4752.8458453192","5123.086369046","5305.78265956237","4773.8918251748","5042.49311056707","4630.83563535068","5011.50211141915","4816.20149812668","4783.13378623427","4840.2120156496","5214.23471204316",
"814","[P]","    American Airlines","5203.8015611238","5157.8561086814","5195.1273976766","5757.1519677472","5542.7211458285","5869.1685176394","5292.52506611023","6627.56058545468","5753.09712264321","5416.61993157062","5309.0289573477","5794.62180294712","5489.71149717902","5280.71291806162","5193.51637142771",
"815","[P]","    ESNIPS.COM","6374.5304481458","6641.1224900999","6537.5425912792","5673.4311751536","6643.3031288921","7137.0585704707","7527.95332557145","8437.56181638724","7499.09158883151","7561.81660021828","6937.81418701315","7850.35451262912","7134.54673032615","5545.75995705972","5185.85821073593",
"816","[P]","    NIC.IN","4894.2410262033","4732.7861074083","4085.4758492201","4068.0973429601","4366.4995511066","4853.7883914974","4847.00249724614","5508.17621306312","5094.75785460909","7776.82369749178","6640.74370147575","6010.2988286786","5699.68689351208","5219.85634574456","5184.94859363628",
"817","[P]","    Kipubli","3009.5886018135","3526.7009050434","4064.2624384841","3737.9335837498","4041.3781325659","4112.4509191499","4692.22556142925","5604.97443792908","5711.26482239179","5708.34198723814","5685.99813215525","5455.56670540428","4836.00852146068","5120.63968434484","5179.10845806084",
"818","[P]","    CLIP.VN","2006.5382044735","2027.7326346255","3197.4450899615","3652.0975181605","4592.7498787509","5272.6472734751","5212.67093637965","4946.34450478996","5339.18486899391","6369.01123497608","5448.4254623341","5771.99660458464","5344.08295718912","4978.37326049368","5175.15960406526",
"819","[P]","    First Choice Holidays PLC","7674.6082310039","7138.6365429147","6472.9372542364","5981.9639801422","5980.5529709011","8708.4673833105","8025.76076434429","7971.37512924484","7253.601213489","6872.35204323402","7002.6129611759","7973.60387453224","7097.89871419446","5533.09739440778","5173.42019391518",
"820","[P]","    DLTK Network Sites","3365.4416145332","4209.7961219961","5531.0035288781","4613.8861026632","4476.3337071253","3986.3362810015","4555.82424058044","4561.8615077092","4216.68803678893","4411.98624185374","3104.5282863407","2828.03439254452","2998.14627981698","3826.46671444024","5158.5426893705",
"821","[P]","    RBC Financial Group","4450.8523009993","4485.7180620588","4629.2384448279","4520.6293871764","4848.9678586562","4908.8865589872","4939.64216155464","5039.49430272792","4645.867639073","4611.720174934","4457.91524521685","4525.51519910396","4662.06540356957","4426.51924216526","5156.8537020935",
"822","[P]","    KBB.COM","4687.8164039488","4530.9707649463","4522.9793191052","4672.4149703651","4676.2571059629","5772.1774417956","5335.02372830974","6047.453165051","5904.30244383535","5931.24055575214","5753.9693347431","6503.12082220696","6565.06704486086","5426.55713802154","5151.99749086979",
"823","[P]","    CDUNIVERSE.COM","4159.8775463651","3989.6448138457","4336.0814340882","4805.6835831175","5792.9065471238","5452.5820229475","4952.06074844504","5099.70116520328","5069.99484886593","4956.8132666329","4683.6958417996","5328.66757874724","4944.18214544063","4942.11330848306","5126.40426512022",
"824","[P]","    Grupo Planeta Sites","5684.6893783403","6350.7207007319","5900.711914184","5547.9083565241","4886.8055393664","5105.1975694996","5377.82434931371","5858.27344503344","5564.90263266914","5970.84598511486","4317.01583836155","4358.32786171608","4757.54893808969","5067.23599701672","5122.89835740609",
"825","[P]","    FRESHEYE.COM","4625.4852319305","3533.239818736","3836.76911342","4284.1489786122","4574.2034478202","5918.3055544588","5141.88521964921","5281.36427310348","5686.28010091493","5453.99062128458","5349.14933782845","5731.06409206392","5235.78260502954","4943.9357139483","5105.58126938498",
"826","[P]","    XANGA.COM","7942.9280288998","7814.726557217","7933.0753455204","7843.2760590381","7881.5030583493","7645.4387233296","7906.77334796839","7467.18763657312","6722.0431616277","7434.25741256916","6471.72623454365","6378.4494915452","5766.81524481293","5300.66110535592","5104.21404281236",
"827","[P]","    Carrefour Group","5004.8279554263","5690.7622608007","6521.2593444233","5940.8619498859","7340.7199789035","6200.2726015625","6185.34547020087","6973.20623866072","7514.69742772128","6650.09827850878","6644.40788209865","7883.50866729468","8288.90472341859","8174.79877073822","5091.36600761714",
"828","[P]","    Telegraaf Media Groep","4025.8682541028","3934.8337767629","4116.3923760033","4173.6825346077","4453.3097037036","5001.7208711759","4560.35133431503","4980.03973364812","4636.94544299586","4717.94580168154","4424.304914402","4818.5188799036","4660.31053020289","4880.2337103265","5080.35318898779",
"829","[P]","    Kiabi","3016.5237674262","3297.2197365781","3853.4274342597","3925.6976306537","4162.8083656481","5454.8733823998","4740.39924752346","6413.4108379084","7144.76500203444","6459.23755559192","7060.95152937265","6740.945361276","4782.55113451495","5335.20486409308","5053.40779939314",
"830","[P]","    GN Kids (Gorilla Nation)","5655.578632681","4899.3304473349","5453.7679912287","5944.5200442239","6087.4671139968","5270.2441011889","5294.44569657672","5540.74427520268","4872.94318954512","4340.6348016009","4482.3621789572","5154.71190924232","4706.06799492416","4373.22263256302","5007.85254258425",
"831","[P]","    SOFT32.COM","4478.0063480326","4420.8548164151","4236.4977967663","4698.5253619802","5223.2757156765","5995.5941580673","5684.35429905986","6205.38297448992","5544.18690368079","4930.41444134356","4729.2878760011","4909.47930328024","4532.18908787365","4681.44407618978","5006.69973124562",
"832","[P]","    OZQ8.COM","2410.2632573911","1864.180425953","2280.9607824602","2346.7425444944","2227.1446406906","2633.3938972616","7473.89433871071","7363.35322964204","7199.24846327586","6644.72109251024","5581.69985857305","5375.14881243256","4466.07232918455","4691.42902198418","5000.91915351258",
"833","[P]","    FortuneCity Global Community","4952.7907331996","5514.4320503573","6052.1327643677","5003.7083225418","4829.0884988121","5322.2209276354","5456.64221866529","6124.01308148916","5672.46098418456","5782.59433550422","4844.44929312825","4567.52638410396","4632.99133031089","4737.91088315698","4989.58595267728",
