"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: February 2012 - April 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 5/17/2013","","","","","",""

"","","","Feb-2012","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013"
"341","[P]","    Groupe Credit Agricole","11,716","12,066","11,903","12,767","12,240","12,022","11,824","11,747","11,487","11,917","11,929","12,365","11,564","11,836","11,406"
"342","[P]","    PSA Peugeot Citroën","9,202","10,270","9,681","9,719","10,128","8,533","7,620","9,219","9,652","9,652","7,745","6,739","8,044","11,653","11,317"
"343","[P]","    Lloyds Banking Group plc","9,668","10,000","10,213","10,050","10,006","10,370","9,383","10,484","10,987","10,711","11,156","11,168","10,327","10,630","11,309"
"344","[P](u)","    Toshiba Corp","11,471","12,288","11,845","11,545","12,349","13,123","12,088","12,556","12,511","11,380","11,441","13,503","11,118","12,184","11,252"
"345","[P](u)","    Source Interlink Companies","11,248","11,795","11,699","11,593","10,369","10,214","10,896","10,434","12,951","12,783","12,246","13,739","10,266","11,129","11,092"
"346","[P]","    Cite Media Holding Group","17,002","15,976","13,957","14,098","14,743","14,471","15,050","8,364","8,508","8,433","8,423","8,539","7,329","8,830","11,053"
"347","[P]","    VistaPrint Sites","10,770","10,633","10,107","10,620","10,005","9,808","10,182","10,922","11,735","14,526","15,139","13,144","11,169","11,628","10,899"
"348","[P](U)","    LEGACY.COM*","11,295","11,981","11,147","11,047","11,115","11,828","12,342","11,687","11,918","10,904","10,657","12,406","11,023","11,678","10,881"
"349","[P]","    The Royal Bank Of Scotland","10,433","10,819","10,419","10,549","11,222","10,857","10,042","10,717","11,276","10,830","10,836","11,205","10,688","11,685","10,873"
"350","[P](u)","    Reader's Digest Digital Network","29,816","29,779","7,814","8,611","8,006","9,281","9,859","9,788","12,788","12,926","13,971","11,854","11,093","12,348","10,869"
"351","[P]","    Groupe Casino","12,760","12,479","12,040","10,681","9,790","10,991","11,270","9,957","10,283","11,818","13,947","15,841","10,373","12,526","10,831"
"352","[P]","    Southwest Airlines Co.","9,391","10,980","8,615","9,096","9,730","10,501","10,959","9,514","10,471","9,796","9,130","10,438","11,176","11,385","10,747"
"353","[P]","    Yomiuri Group","7,934","8,239","8,124","8,980","8,964","9,318","9,392","12,911","12,235","11,593","12,161","12,263","10,349","10,848","10,734"
"354","[P]","    ARD Sites","11,069","10,445","10,008","10,960","11,856","10,832","11,676","10,846","10,797","10,534","10,583","11,379","10,833","11,362","10,680"
"355","[P]","    KDDI Corporation","13,121","13,898","12,477","12,863","12,386","12,327","11,825","12,927","13,377","11,621","11,346","11,314","10,560","12,016","10,654"
"356","[P]","    Reed Business Information","17,512","19,057","17,199","18,281","17,003","16,159","15,897","16,253","16,974","13,972","11,323","12,808","11,521","12,683","10,613"
"357","[P]","    8684.CN","5,864","5,072","4,814","4,519","4,823","5,669","6,010","6,580","6,210","6,085","6,646","7,662","5,177","6,901","10,609"
"358","[P](u)","    Naukri","8,754","9,431","9,822","11,118","11,700","11,752","11,413","10,912","11,211","9,947","10,404","10,974","10,353","10,497","10,591"
"359","[P]","    Staples.com Sites","9,908","9,187","8,705","9,422","9,041","10,861","12,336","10,988","10,844","13,129","13,390","12,933","11,028","11,113","10,574"
"360","[P]","    JCPenney Sites","13,322","12,873","10,823","11,252","10,469","11,249","11,980","10,688","11,514","16,859","18,331","10,414","10,746","11,514","10,571"
"361","[P]","    DEEZER.COM","8,434","8,561","8,614","9,152","8,943","8,887","8,240","8,165","8,592","8,927","9,675","8,604","9,270","10,296","10,465"
"362","[P]","    Groupe Amaury","11,273","11,419","11,470","12,751","12,341","11,173","11,277","10,557","10,665","10,132","9,960","11,700","10,066","10,384","10,413"
"363","[P]","    Tesco Stores","7,756","8,098","9,015","9,679","9,117","9,037","9,853","9,414","10,225","11,446","12,932","10,742","9,432","10,631","10,408"
"364","[P]","    Virgin Group","12,175","13,002","11,304","8,637","9,508","9,075","9,272","9,455","9,133","9,310","9,173","10,154","9,505","10,223","10,392"
"365","[P]","    Hyundai Kia Automotive Group","10,663","11,301","10,583","10,666","9,655","9,085","8,081","9,797","8,697","9,681","10,942","8,076","8,715","11,044","10,351"
"366","[P]","    Ubisoft Entertainment","4,728","9,880","9,915","11,096","12,440","14,235","8,387","6,017","8,936","10,583","11,081","8,200","8,230","12,381","10,291"
"367","[P]","    Deutsche Post AG Sites","11,210","11,724","10,931","11,535","11,667","12,059","11,223","12,119","13,480","13,799","12,240","11,440","9,252","10,536","10,244"
"368","[P]","    FILEHIPPO.COM","9,974","10,530","9,489","11,362","10,522","11,109","10,956","10,396","10,111","10,306","10,383","10,979","9,955","11,107","10,229"
"369","[P]","    TIMEANDDATE.COM","8,418","9,926","8,674","9,711","9,286","9,272","10,408","9,640","10,957","9,802","9,657","10,005","8,821","11,531","10,224"
"370","[P]","    Nestle","8,405","8,519","9,211","10,307","10,298","10,425","9,861","9,842","10,111","11,172","12,305","9,877","8,915","10,913","10,221"
"371","[P]","    La Poste","10,618","10,872","10,824","11,772","11,912","11,899","11,337","11,464","11,537","11,357","12,051","11,536","10,147","10,650","10,183"
"372","[P]","    Carrefour Group","10,350","12,559","11,413","11,839","11,205","12,184","12,098","13,271","13,462","13,409","13,570","10,264","9,077","10,207","10,174"
"373","[P](U)","    Gruppo Mediaset","11,043","12,161","12,301","6,273","4,989","4,311","3,937","5,134","5,619","5,594","6,219","6,765","6,944","7,033","10,141"
"374","[P]","    Department of Commerce","10,018","10,295","10,060","9,510","9,971","10,018","12,815","10,176","15,036","10,343","9,952","10,194","10,367","10,326","10,127"
"375","[P]","    Sparkassen-Finanzgruppe","8,546","9,132","9,097","9,344","9,398","9,839","9,571","9,840","10,590","10,688","10,571","10,079","9,988","10,259","10,120"
"376","[P](U)","    Mattel Sites","11,036","10,798","10,864","10,420","10,760","12,534","11,433","10,896","12,395","13,022","14,013","10,911","10,377","12,275","10,109"
"377","[P]","    HomeAway","8,056","9,092","9,518","10,703","11,043","12,067","11,296","8,588","8,035","7,241","7,217","10,736","9,749","10,765","10,078"
"378","[P]","    BMW AG","10,291","10,871","9,428","10,000","10,172","9,169","10,216","8,749","9,706","8,896","8,866","7,498","7,156","9,187","10,073"
"379","[P]","    Portugal Telecom","9,277","9,976","10,357","10,653","8,939","7,680","7,811","7,169","7,270","7,131","6,334","6,525","7,863","9,181","10,012"
"380","[P]","    Le Monde Sites","8,753","10,231","9,316","11,320","10,597","8,720","8,542","8,855","9,557","9,296","9,131","9,706","9,444","9,919","9,999"
"381","[P](u)","    Batanga","8,244","8,387","8,224","8,812","5,671","8,751","10,572","10,858","12,894","12,583","13,008","10,958","8,970","10,015","9,922"
"382","[P]","    Home Retail Group","8,515","8,858","8,913","9,432","9,279","9,962","10,545","9,444","10,323","11,716","13,793","10,828","8,808","10,274","9,858"
"383","[P]","    Telecom Italia","16,849","17,334","16,872","16,646","16,184","15,746","15,268","15,617","15,878","15,847","15,764","15,911","20,879","10,031","9,801"
"384","[P]","    Berkshire Hathaway Inc.","8,605","8,272","8,291","8,494","8,118","9,166","8,640","8,834","8,893","8,566","9,267","9,684","8,577","9,789","9,748"
"385","[P]","    Kingfisher","9,335","10,076","9,978","10,625","9,335","10,306","10,091","9,867","10,585","9,675","8,747","8,436","8,431","8,823","9,741"
"386","[P]","    LG Group","12,392","12,137","12,117","12,975","12,544","12,936","12,239","12,465","12,306","13,659","13,972","12,491","8,603","10,609","9,734"
"387","[P]","    CSDN.NET Sites","9,484","7,995","5,871","6,542","6,305","7,676","6,988","6,477","6,916","7,371","7,554","6,818","4,859","6,974","9,707"
"388","[P]","    SH.CN","7,712","6,682","5,251","4,898","4,938","6,031","6,477","5,275","5,496","6,688","6,813","6,194","4,383","5,862","9,691"
"389","[P](u)","    Live Nation Network","8,970","10,518","9,636","9,114","9,071","8,726","8,033","7,059","7,462","7,946","6,663","7,113","8,120","8,950","9,661"
"390","[P](u)","    XE.COM","8,485","8,528","7,732","9,113","11,590","11,397","11,172","10,507","10,892","10,585","9,468","10,480","9,661","9,847","9,615"
"391","[P](u)","    Grupo Televisa","8,233","9,605","8,608","9,688","10,077","9,555","10,605","9,758","10,387","10,211","9,102","9,107","9,016","9,135","9,529"
"392","[P]","    Superpages.com Network","14,454","15,413","14,271","16,420","14,673","13,967","14,316","13,153","13,325","12,537","12,182","13,214","11,890","12,108","9,492"
"393","[P]","    Sprint Nextel Corporation","11,673","13,140","9,836","11,138","14,670","10,888","10,671","11,643","10,371","15,897","11,464","9,837","9,283","10,929","9,456"
"394","[P]","    2SHARED.COM","7,451","8,034","9,494","10,462","9,630","9,642","8,732","8,785","8,850","9,089","9,512","10,399","9,665","10,538","9,430"
"395","[P]","    Kohls Corporation","9,440","9,901","9,526","9,372","9,169","10,376","11,517","11,690","11,190","17,202","16,027","10,321","9,221","11,148","9,407"
"396","[P]","    Nintendo Co.","11,306","11,855","11,501","10,009","11,720","11,673","11,326","9,588","9,981","13,075","13,152","10,224","8,498","11,258","9,367"
"397","[P]","    TUI Group","10,192","10,238","10,569","10,845","11,105","13,155","10,497","9,053","8,424","7,446","7,405","12,269","9,660","10,090","9,328"
"398","[P]","    NK.PL","16,268","15,431","12,810","12,691","12,029","12,051","11,825","11,595","11,232","10,909","10,991","10,676","9,792","9,781","9,309"
"399","[P]","    Yellow Pages Group","9,014","9,524","9,646","10,129","9,704","10,022","10,382","9,754","9,967","9,817","9,793","9,675","8,745","9,773","9,309"
"400","[P]","    Globe7","13,500","15,101","15,610","14,342","14,035","12,315","13,845","10,600","9,632","9,045","11,058","12,252","7,967","9,960","9,308"
"401","[P]","    Fairfax Media","10,185","10,655","10,306","10,959","10,390","10,346","11,307","10,764","10,174","10,324","9,907","11,000","9,566","9,986","9,295"
"402","[P]","    KIEV.UA*","9,064","9,789","9,207","9,191","8,705","7,991","8,444","8,425","9,230","9,503","9,786","9,829","9,094","9,861","9,272"
"403","[P]","    Gap, Inc.","9,403","10,060","9,305","10,328","10,164","10,358","10,953","10,540","10,966","13,989","13,212","9,464","8,336","10,197","9,223"
"404","[P]","    freenet AG","12,503","12,156","11,226","11,348","10,385","10,330","11,028","9,961","10,398","10,137","9,734","9,645","8,754","9,591","9,213"
"405","[P]","    UUU9.COM","6,594","7,124","6,684","5,458","6,029","11,735","7,483","6,267","6,871","7,057","7,578","8,106","7,036","6,618","9,159"
"406","[P]","    Groupe Spir Communication","9,715","10,388","9,810","10,126","8,868","9,414","8,896","9,879","9,730","9,133","8,232","9,188","9,034","9,443","9,154"
"407","[P](U)","    CollegeHumor Media","8,687","10,377","9,973","10,925","9,519","10,627","8,891","7,450","9,179","9,610","11,204","10,179","9,081","9,756","9,124"
"408","[P]","    News Interactive Pty Limited","7,724","10,219","10,136","10,422","9,692","9,861","8,453","7,689","7,739","7,725","8,172","8,089","6,965","7,508","9,092"
"409","[P]","    LIVESCORE.COM","10,465","11,228","11,487","9,369","8,619","4,946","7,838","9,962","9,932","9,454","7,982","7,264","8,025","8,538","9,092"
"410","[P]","    52PK.COM","8,361","7,808","7,742","6,001","6,744","8,516","7,448","6,501","6,619","6,273","7,033","7,627","6,835","6,904","9,056"
"411","[P]","    Groupe Auchan","9,702","9,688","8,682","7,991","7,587","8,182","7,474","7,883","8,051","9,588","11,119","9,778","8,382","9,325","9,027"
"412","[P]","    CA.GOV","8,034","7,960","7,970","7,480","7,643","7,743","8,152","8,053","8,693","8,008","7,541","8,723","8,339","8,854","8,971"
"413","[P]","    Roularta Media Group","8,921","10,057","9,833","11,430","11,725","9,244","8,281","9,639","10,371","9,995","8,759","9,465","9,221","9,634","8,970"
"414","[P](U)","    NHL Network","4,059","4,262","4,587","5,953","2,833","3,537","1,580","1,674","1,548","1,338","1,281","4,623","4,667","8,748","8,966"
"415","[P]","    France Televisions Interactive","10,698","9,595","10,664","10,602","10,292","9,981","8,848","7,568","8,209","8,133","7,599","8,608","8,049","10,607","8,952"
"416","[P](u)","    ROGERS","10,997","11,081","10,827","10,205","9,552","9,073","9,208","9,534","10,390","10,074","9,865","9,477","8,665","8,870","8,948"
"417","[P]","    Costco Wholesale Corporation","8,154","8,002","8,229","8,461","8,625","8,557","9,473","9,309","9,484","11,537","12,104","9,193","7,942","9,573","8,932"
"418","[P]","    MIXI, Inc.","13,949","14,486","13,815","13,865","13,435","12,961","12,619","12,081","11,285","11,246","11,183","10,653","9,780","10,576","8,929"
"419","[P]","    MONOGRAFIAS.COM","10,017","11,920","9,657","11,757","9,296","6,568","7,867","9,395","10,106","9,649","5,436","5,541","6,705","7,688","8,895"
"420","[P](u)","    Bauer Consumer Media","7,121","7,117","7,171","8,162","7,406","6,971","6,889","9,044","9,267","9,748","9,910","9,580","7,831","9,730","8,877"
"421","[P]","    BNP Paribas","8,125","8,617","8,658","7,932","7,984","8,134","7,786","7,894","7,967","7,762","8,165","8,650","8,306","8,768","8,804"
"422","[P]","    Barclays Bank","9,982","10,180","8,462","8,422","8,460","8,728","9,304","9,706","10,306","10,352","10,439","10,312","7,445","8,636","8,779"
"423","[P]","    Ryanair","7,999","8,700","9,271","9,296","9,968","10,133","9,235","8,601","8,260","7,048","6,385","8,426","7,430","8,304","8,773"
"424","[P]","    Big Fish Games Sites","11,206","12,007","10,897","10,528","11,515","11,851","10,292","9,130","8,727","8,514","8,819","9,301","8,455","9,589","8,763"
"425","[P](U)","    Belo","7,201","7,228","7,661","7,775","7,007","6,996","7,607","7,060","7,392","6,936","7,360","8,934","7,878","7,680","8,744"
"426","[P]","    Impress Group","11,091","12,144","10,752","12,189","11,080","11,099","10,592","11,991","11,197","11,261","10,742","10,515","8,955","9,699","8,724"
"427","[P]","    TORRENTREACTOR.NET","14,995","14,630","12,853","17,231","15,827","16,467","14,954","14,190","15,504","16,197","14,416","13,095","10,657","11,314","8,709"
"428","[P](U)","    Lee Enterprises, Incorporated","8,868","9,906","7,684","7,561","7,885","8,808","9,364","8,429","8,599","8,554","8,375","9,161","8,351","8,875","8,689"
"429","[P]","    TD Bank Financial Group","8,075","8,093","8,125","8,088","7,984","8,038","8,428","8,775","8,648","8,289","8,597","9,048","8,353","8,476","8,657"
"430","[P]","    Internet Initiative Japan","9,887","10,524","10,082","10,624","11,088","11,279","11,215","11,853","11,223","11,668","10,822","10,756","8,918","9,506","8,644"
"431","[P]","    Spiegel Verlag","7,570","7,162","6,620","7,284","7,570","6,608","6,949","7,344","7,748","7,474","7,295","8,656","8,783","9,128","8,633"
"432","[P]","    ED.GOV","9,910","9,420","8,836","8,107","7,499","7,711","6,868","5,692","5,306","4,825","5,003","8,447","8,467","8,676","8,629"
"433","[P](U)","    E.W. Scripps","8,591","9,141","8,756","9,995","10,113","9,864","10,289","9,949","11,032","11,513","9,332","10,162","9,936","9,931","8,547"
"434","[P]","    Zazzle","10,523","10,407","10,335","11,271","10,301","11,040","10,894","11,138","11,134","12,022","14,350","11,360","9,073","9,801","8,547"
"435","[P]","    Toysrus Sites","9,049","9,720","9,383","9,081","9,158","10,031","10,789","11,572","13,454","20,649","22,724","9,935","7,975","9,746","8,519"
"436","[P]","    Amadeus Global Travel Distribution","12,320","14,004","12,485","13,309","13,995","15,569","9,044","8,145","7,901","6,972","7,153","9,125","7,425","8,099","8,494"
"437","[P]","    Mainichi Shimbun","10,690","12,058","11,374","12,155","11,688","11,351","11,477","10,565","9,938","9,933","10,310","10,145","8,237","9,060","8,427"
"438","[P]","    Limitedbrands","9,969","9,464","8,892","9,326","10,300","9,175","8,697","7,857","8,143","11,408","13,423","9,658","8,366","8,731","8,409"
"439","[P]","    CITY-DATA.COM","7,836","8,266","8,307","8,764","8,936","9,407","8,144","7,844","8,161","7,233","6,859","8,554","7,863","8,169","8,409"
"440","[P]","    KOOORA.COM","11,471","11,473","11,647","10,482","10,941","8,575","9,184","9,115","9,024","8,936","8,318","8,786","7,852","8,717","8,302"
"441","[P](u)","    GiantRealm","18,739","17,354","15,114","15,262","14,769","13,692","12,558","12,299","11,861","10,501","10,626","10,597","8,225","8,692","8,298"
"442","[P](U)","    TV Guide Online Network","9,159","8,668","8,219","8,725","8,217","8,014","8,043","9,305","9,191","8,737","8,601","9,598","8,149","8,879","8,279"
"443","[P]","    Domino's Pizza, Inc.","8,951","8,308","8,215","8,359","9,125","8,518","7,941","8,620","8,167","8,011","9,898","9,125","7,598","9,439","8,278"
"444","[P]","    Match.com Sites","10,781","10,469","10,034","9,572","9,710","9,909","10,163","9,553","9,115","8,210","8,423","9,290","8,412","8,170","8,246"
"445","[P]","    VEOH.COM","11,609","12,062","10,352","10,003","10,294","9,924","9,908","8,625","8,272","8,345","8,909","8,584","7,890","8,401","8,239"
"446","[P]","    Barnes & Noble","10,892","10,823","10,518","11,205","9,749","9,280","11,141","10,601","9,540","10,248","13,825","12,274","8,560","9,370","8,227"
"447","[P]","    Unilever","5,898","5,745","6,520","6,388","7,725","7,488","7,240","6,384","6,995","7,202","5,707","4,806","5,217","7,416","8,167"
"448","[P]","    Twenga","6,479","7,544","7,639","9,005","8,137","7,862","6,077","6,897","6,703","8,061","9,976","9,697","7,419","8,116","8,139"
"449","[P](U)","    YAM.COM","6,390","7,254","9,006","9,597","9,391","8,991","9,577","9,194","8,918","8,614","8,926","8,785","8,218","8,962","8,108"
"450","[P](U)","    MyLife.com Sites","12,657","12,380","12,561","12,227","10,885","11,921","11,523","9,985","9,854","9,156","9,354","10,142","8,180","8,908","8,100"
"451","[P]","    Avon Products Inc.","7,840","7,948","7,523","7,595","6,979","6,959","7,131","7,526","8,407","8,627","8,171","8,130","7,968","8,545","8,090"
"452","[P]","    Societe Generale","8,929","8,714","7,975","8,621","8,808","8,398","8,454","8,792","8,643","8,549","8,161","8,590","7,666","7,947","8,039"
"453","[P]","    Virgin Media","8,000","8,169","8,736","9,705","8,945","8,580","8,068","8,028","8,247","8,573","7,865","8,929","7,344","8,620","8,024"
"454","[P]","    NIKKEI","8,547","8,853","8,329","9,298","8,495","8,928","9,161","10,942","10,084","10,519","10,112","10,845","8,568","8,565","8,016"
"455","[P]","    MADE-IN-CHINA.COM","8,693","9,159","7,901","8,229","7,102","7,072","6,723","6,762","7,356","7,248","6,844","7,565","5,881","7,470","7,982"
"456","[P]","    Marriott","7,122","7,485","7,310","7,706","7,544","7,839","8,297","8,101","7,667","7,094","6,471","7,389","7,223","8,430","7,952"
"457","[P]","    Hilton Worldwide","6,826","6,972","6,647","7,587","7,637","7,760","8,271","6,835","6,842","6,590","6,145","7,822","7,297","7,957","7,907"
"458","[P]","    Jabbar Internet Group","9,017","9,268","9,358","9,623","9,496","8,631","8,425","8,069","8,323","8,685","8,440","8,264","7,747","8,795","7,892"
"459","[P]","    Walgreen Co.","6,140","6,091","6,653","6,629","6,989","6,794","7,586","7,998","7,837","8,281","10,494","8,432","7,095","8,421","7,888"
"460","[P]","    SONGS.PK","7,089","6,877","7,747","7,146","7,339","7,454","6,626","6,883","7,617","7,151","7,131","6,624","6,710","7,211","7,851"
"461","[P]","    Vuze Sites","11,624","11,442","11,182","11,305","10,940","10,795","10,324","9,959","9,355","10,522","9,179","8,833","8,107","8,562","7,818"
"462","[P](u)","    Dogan Online","9,150","9,232","10,078","10,795","9,906","10,091","9,979","10,271","9,841","9,533","10,460","10,331","7,899","8,105","7,814"
"463","[P]","    eMule (App)","19,099","16,926","15,092","14,405","13,337","12,999","12,147","10,978","10,442","9,925","9,606","8,865","7,677","8,024","7,787"
"464","[P]","    Sankei Shimbun","8,943","9,755","9,258","9,644","9,748","10,597","10,744","10,138","9,295","8,853","9,735","8,795","7,948","8,789","7,772"
"465","[P]","    Discover Financial Services","6,106","5,929","6,169","5,954","6,386","6,675","7,181","6,818","7,547","6,671","7,906","8,376","6,644","7,639","7,730"
"466","[P](u)","    Hollywood.com Sites","8,913","8,665","7,508","7,418","7,597","8,714","9,110","6,925","8,908","7,733","9,217","8,305","6,958","7,371","7,685"
"467","[P]","    CQVIP.COM","6,944","6,784","6,271","6,462","5,896","6,022","6,695","6,576","5,536","4,646","4,550","4,069","2,754","4,986","7,677"
"468","[P]","    IBM","6,916","7,213","5,491","7,014","6,306","5,888","6,595","8,059","7,508","9,158","9,760","7,646","6,735","8,877","7,641"
"469","[P]","    NHK Group","8,858","8,737","9,762","9,852","10,769","11,007","11,110","11,098","9,352","8,945","11,742","9,972","8,364","7,710","7,630"
"470","[P]","    WebMediaBrands Inc.","8,293","8,562","8,069","8,272","7,477","7,417","7,524","8,337","8,041","7,477","6,960","7,847","6,581","7,803","7,619"
"471","[P]","    Eniro Sites","7,881","8,392","7,743","8,083","6,747","7,046","7,705","7,693","7,787","7,647","7,487","7,788","7,086","7,478","7,537"
"472","[P]","    Moneysupermarket.com Financial Group","3,596","4,124","4,092","4,426","4,226","4,783","4,222","3,861","3,666","3,303","2,980","8,204","7,081","7,338","7,523"
"473","[P]","    DIRECT.GOV.UK","8,979","9,131","8,390","8,967","8,708","8,965","8,632","9,222","7,786","5,154","5,053","6,434","6,199","7,144","7,445"
"474","[P]","    Coupons, Inc.","7,053","6,732","6,274","6,307","6,796","6,595","6,663","7,084","7,415","7,947","7,745","7,621","6,655","7,981","7,433"
"475","[P]","    Acer Inc.","10,589","10,948","10,314","9,954","8,845","10,028","9,001","8,434","7,984","9,889","9,248","8,391","7,916","8,221","7,427"
"476","[P]","    Citrix Systems, Inc.","6,261","6,459","6,083","6,339","6,044","6,521","7,342","7,323","7,311","7,167","6,785","8,275","7,430","8,187","7,400"
"477","[P]","    Arcandor AG","7,774","8,242","8,102","8,060","7,000","7,525","6,489","7,503","8,128","7,785","7,514","7,650","6,229","7,798","7,398"
"478","[P]","    IKM Internet Kaufmarkt","8,209","7,885","7,299","8,638","8,107","8,521","8,359","8,976","9,459","9,060","7,936","8,548","7,822","8,063","7,356"
"479","[P]","    EUROPA.EU","7,303","7,576","6,785","7,579","6,345","5,558","5,097","6,602","7,684","7,281","6,335","7,326","7,111","7,440","7,351"
"480","[P]","    Take 2 Interactive","5,894","6,175","5,958","7,314","7,248","6,626","7,184","5,814","6,516","7,557","6,802","7,057","5,954","6,928","7,322"
"481","[P]","    Delta Airlines","6,358","6,935","6,295","6,576","6,965","7,289","7,711","6,922","7,167","6,681","6,699","7,599","6,940","7,606","7,284"
"482","[P]","    CRSKY.COM","5,477","5,983","5,515","4,632","4,964","6,164","5,571","4,918","5,469","5,968","6,051","5,946","4,305","5,567","7,241"
"483","[P]","    Intel","7,027","8,228","8,795","10,958","8,030","7,067","9,478","15,202","8,716","8,820","11,827","6,795","5,881","8,264","7,240"
"484","[P]","    Deutsche Bahn","6,572","6,971","7,265","7,300","7,206","8,108","8,297","7,839","7,855","7,110","7,715","7,346","6,819","7,495","7,236"
"485","[P]","    METEOFRANCE.COM","9,026","5,858","7,675","9,000","8,731","9,143","7,495","6,542","6,354","5,341","6,637","8,464","6,523","7,541","7,200"
"486","[P]","    VeryCD","18,356","18,483","15,075","14,373","12,854","13,366","11,895","11,546","11,071","10,756","7,647","6,504","4,934","5,386","7,168"
"487","[P]","    CT10000.COM","12,352","10,078","7,534","6,720","7,056","6,907","6,973","6,658","6,653","7,267","9,407","5,622","3,888","5,105","7,162"
"488","[P](U)","    Channel4","7,655","8,051","7,152","6,924","6,626","6,543","6,682","7,271","8,301","8,229","7,972","8,307","7,234","7,444","7,112"
"489","[P]","    EZINEARTICLES.COM","8,087","8,394","7,741","10,928","8,070","7,236","7,227","7,034","7,443","6,664","5,695","6,273","6,758","7,479","7,089"
"490","[P]","    EasyGroup","6,825","7,662","7,132","7,256","7,005","7,352","6,445","7,180","6,956","6,490","5,191","8,090","6,309","6,798","7,010"
"491","[P]","    Coca-Cola Company","7,064","8,222","8,139","10,131","10,982","9,378","8,965","7,833","7,675","7,150","8,093","5,228","5,447","6,724","6,968"
"492","[P]","    Asahi Shimbun","8,450","9,232","9,976","9,000","9,514","10,418","12,088","10,548","9,886","9,247","9,903","10,891","8,261","8,365","6,959"
"493","[P]","    COOKPAD.COM","7,648","7,056","6,813","7,063","6,830","6,953","6,793","7,105","7,075","7,093","7,171","7,120","6,993","7,183","6,926"
"494","[P]","    CANALBLOG.COM*","9,653","9,625","9,555","10,392","9,398","8,449","8,166","7,807","8,319","8,463","8,946","8,044","6,916","7,561","6,900"
"495","[P](u)","    Telegraaf Media Groep","8,827","8,948","8,821","8,763","8,319","7,753","7,662","7,451","7,358","7,178","7,212","7,229","6,858","7,245","6,897"
"496","[P]","    Intelius","11,030","11,039","9,579","10,338","9,730","9,411","8,722","7,825","7,948","7,646","8,255","8,547","6,974","7,566","6,895"
"497","[P](u)","    ITV Sites","5,558","5,817","6,836","6,760","5,913","5,978","6,099","7,093","8,262","7,737","6,716","6,917","6,052","6,948","6,859"
"498","[P](U)","    Trader Media Group","6,765","6,967","6,933","6,764","6,546","6,717","7,149","7,388","7,161","6,597","5,745","7,122","6,747","7,107","6,857"
"499","[P]","    IP138.COM","3,974","4,439","3,561","3,889","4,091","5,553","6,503","5,510","6,144","6,457","6,035","5,599","3,956","4,648","6,835"
"500","[P]","    Panasonic Group","7,664","9,454","7,439","8,235","8,115","7,164","7,317","6,631","7,196","7,719","8,376","7,720","6,163","8,168","6,792"
"501","[P](U)","    ABC OTV","5,169","4,945","4,660","4,893","4,291","4,671","5,136","5,267","7,379","6,064","5,775","6,903","6,703","6,055","6,791"
"502","[P]","    Hutchison Whampoa","6,620","7,093","6,680","7,461","6,972","6,760","7,020","7,528","7,207","7,761","8,142","6,956","6,618","7,281","6,788"
"503","[P]","    Gruppo Editoriale Espresso","7,261","6,848","6,598","6,830","6,209","5,758","5,706","6,231","6,477","6,273","6,221","6,438","6,879","6,911","6,756"
"504","[P]","    Fuji Television Network","6,405","7,960","7,499","7,213","6,992","7,263","7,041","7,277","7,437","6,314","6,378","6,498","5,171","6,254","6,732"
"505","[P]","    Aljazeera","9,821","7,586","7,972","7,000","8,258","7,536","7,534","7,034","6,178","7,471","7,760","6,861","5,311","5,918","6,699"
"506","[P]","    Vector Inc.","11,021","10,591","9,691","10,329","10,247","9,457","7,569","7,608","6,970","6,578","7,151","7,387","6,674","7,111","6,698"
"507","[P]","    KaiserGames GmbH","8,489","8,007","7,591","7,441","8,011","7,942","7,697","6,509","6,553","6,106","6,872","7,294","6,646","7,489","6,684"
"508","[P]","    PANDORA.TV","9,227","8,964","8,393","8,411","8,303","7,949","9,466","9,006","7,501","8,701","8,177","8,803","6,962","6,852","6,642"
"509","[P]","    InterContinental Hotels Group","6,491","7,142","6,558","6,826","7,753","7,912","7,443","6,634","7,025","5,961","6,383","6,335","5,980","7,040","6,620"
"510","[P]","    Allesklar.com AG Sites","6,775","6,585","6,467","6,852","6,636","7,063","6,824","7,103","7,448","6,817","6,095","7,015","6,429","6,459","6,613"
"511","[P]","    Gurunavi","7,130","7,705","6,606","6,761","6,418","6,837","7,284","6,831","6,607","7,668","8,271","7,297","6,829","7,368","6,587"
"512","[P]","    114LA.COM","6,726","13,460","13,908","7,429","7,594","6,222","6,413","6,552","6,539","6,196","6,358","4,825","3,768","4,660","6,568"
"513","[P](u)","    General Mills","7,125","6,764","6,578","6,237","5,619","6,966","6,913","8,260","9,241","9,756","10,334","7,869","6,909","7,565","6,524"
